clienteid,produtoid,distribuidorid,dataid,quantidadevendida,faturamento,custofrete
11,27,2,1477,17,858.19,7.79
31,20,16,1351,94,8946.22,350.00
7,8,22,1697,93,3294.64,276.58
33,38,21,482,1,99.51,6.44
27,53,20,1248,8,604.39,54.20
25,30,6,1385,22,754.40,60.64
23,30,13,584,39,3825.50,187.60
38,11,13,1449,74,256.50,8.29
13,46,24,802,91,6446.97,544.56
18,82,22,390,32,3193.67,37.18
50,44,29,804,13,850.50,74.76
2,63,1,353,100,3383.71,33.67
49,23,17,280,23,1345.69,102.74
40,31,6,1719,1,23.18,1.47
47,43,23,897,41,437.56,2.98
5,56,27,580,30,1817.26,126.80
40,89,11,1730,84,4522.52,203.23
5,90,2,1577,96,7873.78,65.55
26,48,4,528,50,222.18,21.64
25,88,14,1586,32,1528.46,8.69
28,93,25,1338,77,2233.93,172.71
13,57,16,952,45,4459.67,67.36
15,77,6,1441,10,911.40,81.83
1,19,1,1251,97,9323.70,490.19
26,59,25,820,69,3272.74,73.83
31,31,21,183,3,254.94,17.27
20,48,25,1646,47,3777.31,37.82
27,78,15,1354,7,416.66,30.14
27,59,10,268,95,3363.27,191.74
21,38,15,1100,25,1166.95,106.89
47,35,17,1190,75,7297.81,25.92
15,56,4,1198,86,2508.97,137.26
8,44,12,9,15,979.21,32.29
28,62,7,448,94,4855.01,473.56
50,39,21,566,55,4375.47,156.68
31,24,25,702,85,912.47,19.44
39,86,21,768,82,6527.94,14.30
42,1,4,656,84,3949.32,139.32
11,13,30,439,89,4041.39,394.66
36,86,10,790,57,5296.18,318.17
26,6,5,180,47,4316.30,268.12
38,16,5,644,94,3121.00,76.36
44,60,5,1089,76,2544.45,134.40
13,85,25,952,47,2894.27,2.59
28,17,22,663,89,6863.09,569.17
13,6,12,606,35,1410.63,67.61
2,43,6,15,2,31.85,1.76
45,31,15,968,45,187.89,4.57
12,91,9,791,1,95.87,5.23
12,6,14,1017,52,543.58,25.14
17,100,7,1618,33,1541.88,22.31
27,27,14,1491,77,2714.47,153.34
8,69,29,116,67,1440.11,34.88
7,17,20,779,8,762.68,13.56
6,53,27,1031,99,682.57,22.09
29,96,30,136,28,2446.54,51.22
46,11,30,677,42,2056.06,112.18
49,47,7,387,94,1824.74,79.40
49,28,4,1400,82,5489.70,487.08
32,68,10,220,14,1024.95,19.65
17,1,4,689,62,5293.83,213.00
20,13,21,102,10,451.50,13.62
12,10,2,1604,68,1945.43,110.53
9,73,4,1705,54,676.99,53.22
30,83,23,267,97,9151.36,789.24
6,40,18,853,56,3812.73,341.49
16,78,20,542,56,5039.36,147.41
20,39,18,1625,49,1018.54,21.93
16,49,5,1077,100,2561.91,113.66
42,69,25,2,92,2524.06,237.65
26,85,4,8,43,257.79,25.40
25,40,18,407,94,1732.44,173.10
14,92,11,959,100,5303.41,21.50
18,22,7,1033,75,5225.45,60.82
29,97,14,1300,30,861.15,47.04
4,1,13,1497,14,1046.72,15.88
32,65,23,27,21,1517.88,8.45
38,3,23,1202,20,224.05,5.30
21,43,17,1570,24,196.41,17.35
2,19,2,1083,98,5291.06,461.10
2,63,16,1333,35,317.64,12.41
33,13,22,1123,92,274.59,14.87
32,3,15,304,23,11.62,0.04
37,2,30,895,59,2246.28,74.35
1,73,17,445,88,5894.65,573.28
7,56,13,686,5,496.29,15.08
15,92,28,1822,27,775.26,61.56
29,2,19,1168,53,3723.42,346.89
16,3,27,156,50,2333.74,48.80
29,38,2,22,98,6157.14,516.52
12,36,15,661,63,2039.15,197.28
21,37,15,1759,35,3048.38,97.45
8,83,24,1303,17,1012.45,91.86
6,57,16,1141,84,2950.07,43.23
1,47,1,1585,52,5172.51,473.85
8,9,17,1586,53,4429.55,296.21
9,13,12,699,1,65.85,4.46
50,28,5,399,90,8655.83,49.32
8,43,17,1301,57,5064.17,41.87
21,65,30,656,83,3226.09,41.70
18,17,26,1638,30,2905.42,289.27
13,19,16,738,53,5095.13,101.54
8,62,5,1264,6,18.92,0.29
14,64,12,982,27,100.47,6.57
30,27,25,92,60,1912.41,179.48
40,38,5,80,71,1063.49,63.19
20,65,22,457,34,3278.95,102.93
30,97,28,293,27,1624.63,128.43
50,65,17,1080,24,683.82,44.00
15,100,1,1540,31,639.54,62.11
48,63,28,214,78,808.43,73.31
7,68,17,212,42,2236.53,202.76
34,82,14,770,50,2931.46,215.22
15,62,13,658,23,782.73,62.80
15,72,5,489,49,2836.30,113.09
29,24,1,180,83,3313.93,98.10
12,27,22,1821,32,2792.46,172.93
28,22,19,258,48,2045.24,11.87
1,36,25,1278,57,4846.36,91.02
49,15,11,367,98,7101.81,388.79
14,13,13,1241,72,5057.02,208.25
25,48,11,233,88,2980.81,111.77
34,99,11,11,55,4886.26,270.90
26,66,4,803,55,1946.04,93.95
50,53,2,1003,29,665.21,2.83
36,96,26,1200,84,4629.54,339.48
20,84,7,1584,69,2945.93,159.69
27,64,30,1649,10,192.96,12.08
45,76,22,1025,86,6882.55,663.99
9,61,10,1152,24,301.00,20.74
36,10,30,1350,33,2125.38,136.68
17,33,14,1796,28,2590.07,87.54
36,49,7,1082,56,4495.44,424.27
6,44,3,1777,24,891.34,8.20
48,89,1,1211,61,585.66,10.46
34,90,22,1769,66,5443.53,532.83
4,53,24,556,59,3854.53,362.31
41,48,9,1589,97,4154.29,257.39
19,52,7,1500,52,5195.28,317.65
41,51,9,36,36,523.55,6.89
44,45,5,810,78,213.04,13.87
48,73,13,119,73,4031.81,148.44
28,48,18,976,92,2376.95,13.58
40,56,7,805,17,278.25,6.27
26,14,10,598,73,4754.89,316.68
15,72,24,1394,96,7689.21,455.35
31,68,22,1289,46,3476.25,87.70
14,23,16,177,58,678.84,0.47
19,67,13,1058,64,1132.57,7.15
23,37,2,1524,96,4365.50,302.52
3,2,11,31,47,1548.55,150.56
47,89,1,169,59,5370.24,357.53
7,66,9,432,47,2710.23,154.56
19,30,20,81,65,3614.14,64.01
1,61,16,1817,40,2012.66,156.71
28,94,21,1186,65,4145.71,389.44
8,35,27,854,71,4493.36,239.85
24,96,7,1785,17,434.31,5.47
45,4,1,1167,89,794.92,18.43
44,59,19,885,66,2068.46,25.68
48,70,28,60,55,2599.44,77.37
15,32,11,357,29,934.80,6.19
34,42,18,928,27,1679.72,62.45
37,78,18,1646,52,375.50,30.75
37,84,24,18,72,884.67,67.79
1,81,25,1748,78,15.69,1.04
43,30,11,327,10,41.30,3.88
39,77,9,509,14,733.42,3.04
13,97,2,1611,33,1591.96,7.30
32,94,28,464,55,872.04,54.80
46,7,8,640,17,49.46,1.36
3,41,23,1786,52,2133.36,124.10
42,54,8,513,94,3133.49,114.12
5,65,14,324,68,65.43,0.01
47,43,14,166,16,962.94,36.36
4,95,18,1304,55,683.21,55.80
9,87,25,1236,22,1969.65,3.33
40,87,15,177,31,1482.82,133.84
7,7,5,1750,39,839.72,4.00
30,28,23,163,42,118.90,11.30
9,23,23,450,16,502.69,17.82
32,11,15,452,48,4026.37,56.20
10,29,17,827,3,106.60,10.28
24,16,28,1063,11,158.06,1.47
17,38,3,1744,1,96.38,9.60
15,7,24,1713,26,2569.46,227.51
39,94,18,907,97,5521.27,520.50
38,33,29,1675,71,1154.77,19.94
37,93,27,1821,49,4633.08,456.06
24,49,14,1029,82,2044.65,125.48
8,19,9,1492,93,661.11,26.05
36,14,8,1444,43,2383.48,189.07
20,100,18,471,55,3576.57,48.83
34,97,14,413,58,3387.80,286.67
9,47,23,1799,31,1872.53,146.36
5,82,13,1065,29,1975.69,197.25
2,7,3,1581,3,114.70,3.73
22,28,19,1066,80,2495.89,149.56
13,85,5,1815,33,3076.69,6.63
49,26,24,1201,61,3859.66,373.05
24,64,18,882,49,2491.83,114.49
35,66,8,1719,95,8325.84,343.10
3,73,16,651,1,78.43,1.27
3,3,1,1550,10,331.90,2.85
14,69,26,426,3,237.14,10.51
18,29,3,606,52,3525.96,125.22
21,57,26,838,33,456.22,31.19
10,86,4,467,96,8593.50,171.46
5,8,4,1079,73,2108.78,48.08
7,85,9,997,30,2482.10,167.14
36,95,14,752,25,1078.43,42.90
35,59,23,1303,12,436.14,1.17
2,63,22,1362,32,2943.30,204.30
5,98,5,1082,93,4270.81,234.81
28,90,10,356,31,2341.57,67.60
37,75,7,1671,25,1705.77,55.65
34,66,23,1565,88,6770.57,110.79
3,40,13,1424,57,442.68,5.18
41,15,26,97,7,421.69,6.39
8,73,2,1797,47,3767.15,340.83
24,95,6,894,35,2.17,0.21
20,37,27,2,31,2566.44,118.95
6,76,30,1006,52,3967.30,41.04
21,44,20,1428,1,42.16,2.37
5,78,28,856,89,6137.70,512.90
34,94,19,1153,44,1248.52,61.77
42,55,10,1072,66,296.46,28.99
15,39,13,720,85,5552.12,518.29
7,31,2,1405,43,1826.85,3.56
33,25,11,436,82,194.57,3.74
50,10,16,1757,21,1761.21,26.34
21,70,3,692,56,3066.81,1.11
31,5,3,436,44,4122.90,237.72
13,90,15,1536,76,7438.39,522.21
43,31,6,655,53,1202.29,119.54
26,53,30,1432,71,5352.11,433.81
29,19,9,1449,98,7445.00,189.21
35,78,12,1414,71,4279.63,381.15
32,6,16,1265,92,5639.99,208.27
48,75,13,1496,24,1662.97,133.42
48,82,20,33,3,182.32,9.93
30,79,27,61,90,7645.05,541.98
14,35,5,1606,70,5414.48,299.43
24,96,4,859,39,2767.86,140.43
17,54,13,50,89,2629.10,189.42
1,94,2,921,75,2279.39,123.46
5,37,28,417,14,999.14,61.41
23,19,16,60,6,230.75,12.52
31,52,23,443,13,128.92,10.32
39,34,23,57,100,5641.63,97.16
14,99,15,265,79,594.77,51.94
39,53,13,1064,54,1899.38,149.78
15,64,11,55,19,695.51,39.09
26,47,12,804,38,2149.87,130.72
13,12,18,413,62,5493.34,417.27
42,92,20,369,55,5138.74,418.15
49,79,26,1638,86,4538.38,426.90
1,99,19,1081,82,2408.40,218.21
2,41,18,1205,68,6170.69,513.99
2,32,8,1461,26,2575.56,23.83
43,18,10,927,65,717.05,12.74
34,24,7,1181,49,3369.80,98.43
33,34,14,766,34,354.18,29.09
18,90,12,107,87,8622.27,44.87
18,89,11,882,41,1633.51,105.12
12,12,23,1708,65,856.31,58.02
48,72,22,672,43,6.48,0.07
46,67,25,1418,72,973.55,76.23
1,25,14,1438,43,260.11,24.97
49,22,4,684,34,2488.26,112.24
4,28,18,986,58,5123.85,232.90
40,32,15,683,9,104.03,4.64
12,96,7,370,74,803.54,24.25
18,13,30,1021,56,2584.70,216.41
31,21,20,1128,14,1347.93,89.73
22,72,4,125,8,223.33,19.96
30,27,5,1165,46,1658.82,85.58
48,44,10,1338,73,43.97,2.38
30,79,11,1085,17,282.00,14.66
32,73,14,1558,87,6892.78,11.73
30,96,12,1497,16,458.61,15.79
40,45,19,21,26,855.52,6.58
21,28,18,158,100,941.78,13.70
19,30,10,1259,16,369.31,6.05
40,80,19,1056,13,551.43,31.86
16,48,19,1362,59,4777.78,148.94
16,24,21,385,70,6069.52,389.42
33,95,26,1357,6,266.27,25.87
11,79,7,878,68,2463.06,191.70
19,27,25,927,4,25.36,2.09
15,67,24,736,59,896.03,43.63
24,22,15,1320,8,245.70,19.55
42,27,23,396,26,881.91,1.82
12,16,4,604,8,402.06,12.35
2,57,18,1056,82,793.76,54.12
12,28,28,606,15,1070.38,69.77
46,43,8,305,65,3685.50,258.81
35,77,20,1216,82,3291.54,125.91
1,86,12,664,35,781.20,49.92
24,16,17,53,69,1617.22,132.15
29,77,26,1502,40,2602.74,126.41
12,57,11,356,62,2428.35,167.46
21,1,24,1632,92,6562.92,219.28
2,54,10,1076,10,862.85,13.61
4,25,14,1692,19,547.33,6.90
41,27,27,89,64,1197.92,87.41
39,80,25,800,6,372.77,5.92
23,65,11,1331,92,2221.19,96.68
49,55,24,549,9,215.56,12.69
45,75,6,165,30,2353.72,124.27
22,26,7,1426,20,730.98,34.76
35,49,15,460,2,143.62,13.79
21,25,21,1806,22,349.73,27.13
49,55,8,382,100,1607.40,104.83
2,11,30,997,70,501.22,21.70
34,24,29,160,80,6745.83,564.34
50,35,9,58,57,1038.83,65.86
19,57,11,61,61,4107.48,245.86
23,37,4,325,10,904.19,32.39
37,77,28,709,87,5547.90,175.82
24,73,29,221,64,5195.17,251.84
41,64,9,267,61,3102.96,15.37
45,50,13,1799,55,2363.70,19.41
35,6,3,1432,11,466.45,1.63
9,43,5,1274,23,1832.36,5.84
19,68,19,1297,37,2695.47,15.47
7,29,9,1308,33,1677.34,165.47
49,89,15,1138,58,4871.89,476.88
26,92,28,1253,10,753.65,12.63
23,97,19,1084,61,3656.59,329.01
8,2,14,672,77,3775.12,76.27
19,41,8,332,45,2000.87,109.46
37,62,17,1799,70,4182.13,100.23
18,38,21,1131,24,672.32,8.97
40,26,11,321,35,2537.97,81.15
10,90,19,184,66,4348.88,16.43
14,52,17,1434,44,1239.30,33.83
28,29,30,1307,96,3721.75,241.05
48,23,24,847,27,1767.96,122.74
34,100,26,1504,43,3611.93,308.37
46,66,26,540,1,45.27,2.36
43,14,19,840,100,1537.72,30.35
19,2,25,1407,53,4288.47,408.78
9,89,28,869,56,2243.97,66.10
40,17,27,585,77,7449.12,725.78
37,48,6,1300,50,2479.69,186.37
5,39,24,1459,47,2545.57,32.53
37,15,3,1415,82,6117.02,94.45
23,41,8,1070,35,2197.62,160.65
29,69,1,428,87,494.71,19.26
42,2,19,970,56,3164.93,162.05
41,90,3,184,38,995.48,79.11
47,8,9,338,27,1743.56,64.63
28,100,7,1405,53,4488.78,350.89
33,9,22,424,55,856.04,36.81
48,88,20,1533,24,1059.24,58.78
42,5,9,1686,94,2352.93,103.32
24,49,3,1097,52,1232.48,42.57
18,44,15,617,89,1907.76,152.13
12,94,4,342,33,2337.82,217.15
21,65,8,959,2,5.77,0.56
22,68,9,262,77,37.13,3.52
22,93,17,1756,11,233.88,10.10
15,3,6,1608,25,1989.76,154.09
11,43,10,1370,77,501.07,32.79
24,28,14,621,32,2006.63,45.39
37,86,28,1631,64,2802.04,10.94
34,15,8,928,55,2266.84,121.39
18,29,28,1673,16,200.27,19.53
37,55,20,28,50,391.29,36.67
19,69,30,422,16,1316.73,74.47
4,32,15,1813,88,1336.21,87.69
44,18,9,892,67,3333.99,82.56
18,88,30,1585,76,5175.42,441.74
27,83,12,93,65,789.68,32.00
11,30,11,712,73,6117.86,60.90
27,91,29,210,66,6225.92,120.99
46,93,16,184,73,7144.65,65.72
50,48,16,332,1,26.62,0.74
12,88,19,160,13,295.27,25.53
39,48,8,380,62,5794.60,265.62
40,86,28,1496,65,2536.52,225.60
47,30,3,441,71,3488.21,153.98
32,56,3,1401,41,2462.41,35.06
19,63,13,1572,86,3500.41,224.64
30,70,5,1433,9,120.26,2.20
16,2,7,1486,88,3021.84,46.77
8,41,19,1222,62,3079.36,168.65
11,54,24,778,24,168.81,11.86
28,99,18,503,8,683.07,35.51
13,72,10,992,60,4908.86,481.00
49,40,29,1399,75,1384.52,35.10
5,58,17,1135,54,3290.38,154.43
32,26,29,1130,95,543.16,50.16
49,9,17,128,87,2902.01,157.55
31,63,3,1473,4,48.35,3.16
10,31,10,619,13,909.24,88.45
36,13,19,249,93,9231.04,3.01
50,82,3,1050,65,3404.07,149.94
2,50,18,1275,94,8426.05,554.01
36,75,16,1682,24,815.71,36.90
26,43,10,860,10,941.37,63.05
12,77,16,1607,80,1099.28,105.48
7,30,23,1278,53,4562.73,90.63
20,28,6,133,94,4041.28,2.47
44,85,12,1264,9,532.64,43.31
2,70,25,686,58,5731.10,82.16
5,60,17,938,57,3257.83,316.97
7,51,17,457,91,7968.97,791.87
40,57,16,205,70,2475.20,169.16
30,49,11,783,64,379.74,16.13
47,93,6,552,74,4803.84,281.96
28,15,21,958,1,25.61,1.98
5,71,12,661,22,485.79,33.50
5,46,7,894,20,1448.24,137.16
28,99,25,212,74,5377.21,426.66
37,43,4,1040,78,4810.16,319.21
31,99,13,1678,19,1421.86,48.12
31,59,24,618,3,3.07,0.25
29,7,25,1337,20,358.76,33.70
47,86,16,1408,76,237.02,6.05
48,88,18,1216,78,2861.16,173.48
14,82,14,332,28,605.21,53.57
17,57,15,305,55,5300.42,258.31
10,73,30,521,83,6129.68,313.28
47,49,16,666,22,858.41,49.94
33,90,30,1565,45,4472.37,160.10
44,59,11,860,13,244.25,1.96
12,12,7,407,96,8142.03,743.18
2,40,14,518,12,394.88,28.04
34,66,15,370,89,2171.30,167.97
11,74,15,1010,96,8625.27,429.06
16,17,15,5,25,2366.16,115.60
5,14,27,445,68,870.67,47.17
47,27,21,1423,1,84.75,6.10
48,83,22,1080,5,177.98,15.17
28,79,7,1578,74,2048.68,164.77
48,2,24,375,12,153.83,5.84
17,51,18,1080,89,7341.15,667.92
17,99,14,963,51,1709.72,107.01
15,98,23,66,8,175.79,12.48
22,98,27,225,88,8756.97,336.13
26,83,6,1392,83,6400.08,190.61
48,52,24,523,54,4780.15,216.40
20,86,7,249,34,3362.39,131.69
47,47,20,1301,78,3722.81,364.99
3,60,15,584,52,1516.97,7.81
2,59,19,1075,4,196.91,4.17
6,9,12,1431,73,1510.33,94.41
50,97,24,978,89,4760.47,1.35
49,77,14,1730,10,739.29,25.29
18,40,12,117,50,3626.09,151.02
44,84,11,1749,78,1951.84,188.76
5,94,19,159,11,803.75,17.42
1,38,25,516,2,105.79,10.41
32,15,25,1506,89,4617.90,149.20
44,92,18,1626,76,572.80,39.87
11,16,7,442,82,6765.58,635.34
13,63,17,188,58,587.78,10.55
5,74,26,536,11,689.71,35.56
44,65,1,665,39,2935.26,55.46
4,85,20,1462,32,2428.66,134.21
13,98,23,664,7,656.90,32.28
13,4,5,1137,2,71.44,0.63
42,26,5,1294,45,3853.85,28.85
44,56,21,1292,84,204.36,1.89
44,24,27,45,73,3650.65,275.53
43,73,29,1688,63,3523.76,202.55
17,56,23,37,86,1251.63,2.20
43,75,1,1715,87,4413.95,38.21
34,88,21,219,64,6128.41,460.17
31,2,21,1482,100,1718.80,80.89
18,42,17,813,74,411.82,1.46
28,54,1,966,53,4808.37,324.76
42,57,11,1287,81,6620.26,524.23
32,74,16,1034,33,1325.25,8.72
50,44,29,829,6,139.31,9.46
30,25,18,790,54,1996.35,46.40
15,2,6,1660,44,77.20,7.15
36,5,10,676,54,5013.70,448.93
9,37,5,1520,73,4382.70,55.67
19,41,18,130,87,3835.40,243.47
43,48,4,51,96,8158.05,452.56
13,75,30,1765,35,342.97,19.66
32,78,2,207,41,1183.47,77.91
15,10,23,1758,58,760.05,7.61
20,70,6,1356,80,6246.72,219.56
4,34,3,853,92,1887.27,137.46
20,96,18,808,65,3744.81,64.65
14,97,5,1123,98,3457.00,175.57
15,80,18,690,90,5677.42,5.18
43,70,7,296,79,558.17,49.76
49,7,3,1111,34,1045.78,59.38
34,39,28,745,26,2000.88,32.01
39,51,13,1670,42,19.23,0.50
32,84,2,1232,59,389.13,15.42
6,16,4,417,72,6977.69,170.10
50,75,11,445,15,362.48,10.92
21,28,8,1434,83,1619.38,143.49
17,23,12,1392,90,2945.25,133.23
37,9,6,339,30,1478.81,144.85
9,97,17,425,6,82.52,2.41
39,79,8,1533,52,1116.93,106.55
49,11,3,563,11,64.77,3.94
26,25,23,1614,12,181.34,2.91
16,21,11,873,59,4284.62,307.18
1,67,2,702,11,972.09,91.87
11,10,24,947,23,988.99,6.85
50,72,7,1160,87,3790.60,263.70
24,13,21,913,15,713.46,35.30
11,71,1,1721,29,1228.51,101.83
37,37,5,1266,11,729.99,52.48
6,63,29,745,44,987.94,90.39
12,65,4,1511,55,2066.64,183.95
29,29,21,768,92,6005.94,286.41
4,40,20,1661,96,8917.15,511.61
4,78,10,507,64,2951.88,198.74
6,71,7,1255,53,1824.25,174.55
7,68,29,965,28,985.97,63.78
31,21,28,1781,98,7737.83,25.35
7,81,3,1162,54,3406.53,178.14
36,44,16,1278,8,290.18,23.05
48,79,6,453,24,85.92,5.48
14,95,26,917,97,5610.40,185.79
32,33,28,1078,3,227.80,9.82
5,3,23,702,44,1135.61,100.93
6,45,4,1639,56,3304.70,11.10
42,82,30,1478,41,2450.29,100.62
7,68,21,1227,22,1486.47,86.25
4,14,19,494,34,978.28,97.66
31,74,10,1175,75,6132.72,432.48
10,99,29,419,1,29.04,1.15
13,89,26,507,25,2056.41,28.31
27,17,2,1702,26,1649.31,98.47
49,44,21,1075,73,421.39,39.37
19,57,8,687,85,8431.26,276.95
18,81,27,281,9,433.73,0.25
16,60,17,173,98,5181.07,5.91
7,29,18,453,94,4787.73,478.08
37,25,25,463,35,837.90,7.40
25,80,21,401,70,1684.74,153.04
5,85,18,769,39,2323.08,2.96
34,48,2,629,46,223.05,6.46
1,48,12,1380,81,7862.35,552.53
1,63,12,1266,97,9164.26,453.63
11,94,15,1372,62,5243.51,329.90
26,38,7,890,2,52.80,4.75
3,97,23,1759,61,3319.34,184.86
18,62,16,915,51,937.12,79.69
44,30,27,1250,27,2640.63,75.48
24,16,18,1464,19,392.80,7.01
40,74,1,714,82,796.04,38.14
39,42,21,490,58,2312.51,1.76
50,76,6,17,63,1094.93,81.61
27,73,12,1534,53,3206.92,82.18
7,55,27,1675,15,972.85,26.83
38,54,7,711,28,825.62,57.46
37,60,10,912,93,4974.53,363.91
1,88,22,874,7,544.93,18.24
41,88,18,219,70,5790.88,557.20
13,86,24,358,96,1046.43,54.35
15,60,18,1172,75,1809.01,140.15
43,5,8,551,77,3841.45,219.61
29,84,7,1684,87,4106.50,237.52
5,22,8,572,75,2124.70,173.87
4,73,12,1262,16,1003.59,27.02
17,55,30,234,39,2114.10,175.68
6,4,6,66,16,57.08,1.50
22,84,8,614,64,3953.34,339.24
3,12,27,1112,100,6901.74,423.67
47,84,14,1482,72,3662.74,285.70
41,17,18,1341,36,1077.53,73.41
23,30,25,1786,19,174.21,0.56
13,75,7,1769,38,3589.24,88.97
32,22,25,857,49,4311.99,254.39
20,37,21,1775,14,1273.25,2.00
3,32,11,202,2,185.23,16.91
25,26,15,355,63,1357.96,55.95
2,84,18,484,87,3555.07,250.95
9,80,6,1108,38,3557.94,341.16
15,6,25,1043,49,1871.47,95.78
28,4,3,664,97,4713.30,15.37
16,38,21,1802,78,5992.37,15.54
43,93,22,957,72,4410.06,136.47
49,24,13,322,25,2076.22,177.68
46,39,25,332,93,7822.90,610.77
11,81,28,1710,31,1752.90,117.74
1,2,25,460,1,53.03,3.80
7,58,20,188,29,149.44,8.88
47,18,19,98,88,6278.37,509.78
7,36,8,1810,43,2494.51,34.57
34,14,17,586,77,1927.78,181.70
37,11,3,516,78,765.32,12.86
13,84,5,57,29,2517.39,61.22
18,56,10,61,91,3451.02,47.99
36,45,27,435,72,7035.78,41.73
49,41,2,105,33,2940.15,197.36
15,39,21,1574,14,550.37,13.56
18,48,25,623,22,50.59,4.35
1,22,1,1797,73,4668.80,249.64
23,32,27,52,25,416.37,35.19
4,71,12,167,1,82.49,2.22
17,37,7,971,58,4951.18,424.14
47,99,7,1765,56,4404.10,273.44
15,38,10,977,32,811.24,72.83
5,59,1,327,75,2566.51,247.57
8,36,26,1266,1,95.04,3.69
40,2,18,1092,82,3418.93,120.23
30,68,6,195,44,2676.97,99.05
38,44,30,1516,45,3502.82,333.73
6,70,29,602,27,2438.93,77.69
35,4,12,772,12,792.56,32.13
48,77,26,237,58,1766.25,164.12
18,6,12,865,20,174.46,16.95
44,24,17,246,50,3098.36,107.53
7,38,28,89,42,3228.54,302.83
49,67,28,752,54,2181.77,167.12
19,14,2,1276,72,2476.62,105.60
18,11,29,1183,58,1186.70,22.74
23,72,29,515,64,2327.02,193.94
12,85,18,206,32,2323.33,23.46
11,72,7,351,41,3643.63,240.39
8,18,15,1624,8,374.16,30.20
34,25,4,838,22,1433.82,124.66
18,46,29,1604,95,5010.45,80.69
47,2,1,1660,53,3444.35,267.15
49,42,9,1567,91,5835.91,227.71
24,59,25,1605,58,1128.49,43.19
38,96,23,472,44,638.57,24.48
15,71,7,1205,68,6156.03,452.47
25,23,14,964,10,32.42,2.35
48,93,30,96,22,2003.68,135.90
23,96,20,493,45,1151.49,56.51
13,89,2,1141,5,91.19,2.20
19,38,1,316,94,6872.72,675.33
48,19,27,1369,15,1191.49,105.51
44,48,19,84,88,8054.33,741.08
1,53,14,698,80,1540.51,91.74
11,56,16,1796,7,308.84,8.22
40,37,4,1101,92,6378.62,121.87
33,93,28,1655,18,753.20,18.20
16,53,12,1151,77,2498.31,43.52
11,27,20,439,30,2654.27,117.35
27,34,1,1726,74,7119.25,655.44
38,76,24,848,24,807.82,13.85
15,62,24,839,44,398.35,6.25
3,88,26,1697,16,137.85,6.30
22,22,26,916,54,1899.55,105.73
36,68,14,925,43,2417.56,119.47
3,15,25,819,27,120.99,10.90
43,50,24,1437,21,1153.87,11.83
36,19,4,26,81,7869.04,680.43
9,13,17,883,96,180.12,13.44
31,65,15,249,51,54.28,2.46
19,51,16,426,79,3877.99,7.10
17,94,29,94,84,6301.56,591.79
34,18,9,169,58,87.74,7.14
13,44,6,758,34,1383.61,4.78
37,51,3,443,98,8365.10,494.85
39,76,23,373,73,1007.17,27.36
48,49,24,1450,74,652.95,16.25
15,74,11,1377,87,5613.77,214.76
39,52,2,1497,47,1448.04,76.91
24,41,13,1691,49,2414.11,89.71
47,12,8,1818,52,3976.81,48.67
26,88,2,1704,61,2172.07,87.32
40,67,5,1487,39,2571.85,219.50
49,81,7,1394,59,5626.08,371.34
27,16,13,412,98,5086.24,214.97
46,99,1,52,42,3182.10,277.67
8,48,29,347,71,3602.18,104.64
25,39,20,1447,45,4373.24,274.60
46,77,2,1662,89,1380.52,38.92
49,58,1,338,95,2719.23,1.86
19,41,7,859,66,1787.16,98.22
45,5,18,766,20,1564.14,61.60
50,65,9,1259,92,7464.79,330.28
40,59,5,1346,93,1658.59,4.21
43,92,17,485,42,2004.57,86.61
15,32,1,342,41,483.38,6.95
47,11,16,713,57,3176.67,249.26
46,1,22,1703,15,335.38,17.38
10,1,10,697,99,6116.82,400.81
38,13,29,67,84,81.72,1.78
12,83,28,1764,5,447.19,11.53
29,64,4,1476,19,595.25,27.32
19,41,18,1363,33,1175.31,88.28
16,60,15,1796,14,905.53,54.77
31,48,20,552,54,5225.34,392.33
44,98,8,1609,78,3809.41,280.90
21,20,22,770,94,450.14,30.60
17,94,14,977,58,3297.05,154.83
19,56,13,1303,94,6726.14,503.60
23,64,19,375,79,6953.81,176.30
36,40,26,818,90,3290.95,33.55
23,20,19,1638,4,71.67,5.60
16,69,29,1791,63,1278.77,92.92
41,73,1,19,4,48.31,3.85
23,75,30,852,41,2445.83,38.59
3,53,15,1369,77,894.91,63.94
13,66,14,615,77,2387.90,33.19
16,20,2,380,17,204.42,7.51
14,80,24,1792,85,3465.26,62.43
33,44,24,902,67,3328.64,12.08
24,95,19,1803,67,1258.22,35.28
44,56,20,1312,100,3520.30,348.15
32,83,26,379,6,93.70,3.67
43,37,12,23,92,6237.22,426.00
15,49,26,1777,80,5917.93,517.83
48,84,4,1789,25,1175.70,58.73
49,95,5,891,76,6547.90,411.35
36,43,5,1606,92,5941.31,398.94
38,57,11,1097,84,1475.33,87.11
32,56,17,1108,18,983.87,14.59
49,58,23,715,24,860.28,46.03
42,69,26,1039,48,797.63,73.22
30,23,12,1600,83,7082.35,634.24
29,61,28,1237,12,569.44,56.65
45,43,3,1529,49,503.29,37.38
37,92,13,936,100,3333.15,145.87
23,39,17,1780,52,2649.49,34.39
32,89,12,1429,71,2691.20,153.70
6,94,28,1266,39,2143.59,30.81
2,49,10,1203,7,604.40,6.98
36,92,8,1380,84,5972.52,570.49
38,71,29,1700,60,1117.64,0.09
35,47,11,1763,14,226.60,10.86
32,46,27,963,49,1735.48,156.13
25,4,2,1523,9,164.39,15.01
48,9,17,1529,8,16.59,0.87
